index,name,state,city,county,enrollment,mmr,overall,xmed,xrel,xper,lat,lng
1239,View Ridge Elementary,Washington,Bremerton,Kitsap,85,74.12,63.53,0,0,3.53,47.5934818,-122.6275401
1240,St. Patrick,Washington,Pasco,Franklin,23,73.91,73.91,0,0,0,46.2357902,-119.1078716
1241,Rogers Adventist,Washington,College Place,Walla Walla,34,73.53,70.59,0,0,20.59,46.048141,-118.4001979
1242,Lake Quinault Elementary,Washington,Amanda Park,Grays Harbor,15,73.33,73.33,0,0,6.67,47.460439,-123.8956549
1243,Three Tree Montessori,Washington,Burien,King,30,73.33,60,0,0,10,47.460198,-122.336812
1244,Mt Stuart Elementary,Washington,Ellensburg,Kittitas,93,73.12,66.67,0,0,3.23,47.0083797,-120.5592775
1245,Summit Valley Elementary,Washington,Addy,Stevens,11,72.73,72.73,9.09,0,18.18,48.3067193,-117.9747748
1246,Fircrest Elementary,Washington,Vancouver,Clark,73,72.6,56.16,1.37,0,2.74,45.6275091,-122.5499464
1247,Spokane Public Montessori,Washington,Spokane,Spokane,29,72.41,48.28,6.9,0,31.03,47.6762855,-117.4320494
1248,Hearthwood Elementary,Washington,Vancouver,Clark,54,72.22,53.7,0,0,5.56,45.6269536,-122.5265244
1249,Long Beach Elementary,Washington,Long Beach,Pacific,43,72.09,58.14,0,0,4.65,46.3492546,-124.0516463
1250,Bell Elementary,Washington,Kirkland,King,60,71.67,50,1.67,0,3.33,47.701609,-122.1912453
1251,Bonney Lake Christian Academy,Washington,Bonney Lake,Pierce,7,71.43,71.43,0,28.57,0,47.183095,-122.180943
1252,Easton,Washington,Easton,Kittitas,7,71.43,71.43,14.29,0,0,47.2365506,-121.1767387
1253,Mason County Christian,Washington,Shelton,Mason,7,71.43,71.43,0,0,14.29,47.23743,-123.0943409
1254,Orchard Prairie Elementary,Washington,Spokane,Spokane,7,71.43,42.86,0,0,28.57,47.7276676,-117.3135745
1255,Orchards Elementary,Washington,Vancouver,Clark,91,71.43,61.54,1.1,0,5.49,45.6725829,-122.5566369
1256,Tri-City Junior Academy,Washington,Pasco,Franklin,7,71.43,71.43,0,0,0,46.2383457,-119.1460861
1257,White Pass Elementary,Washington,Randle,Lewis,28,71.43,67.86,3.57,0,0,46.5355826,-121.9277974
1258,Cedar Tree Classical Christian,Washington,Ridgefield,Clark,17,70.59,41.18,0,0,47.06,45.7704066,-122.6408133
1259,Kings Schools,Washington,Seattle,King,68,70.59,63.24,1.47,0,2.94,47.7695571,-122.3541261
1260,Thorp Elementary And Jr Sr High,Washington,Thorp,Kittitas,17,70.59,58.82,0,0,17.65,47.069245,-120.675262
1261,Silver Star Elementary,Washington,Vancouver,Clark,84,70.24,59.52,1.19,0,8.33,45.6844203,-122.5642392
1262,Grantham Elementary,Washington,Clarkston,Asotin,47,70.21,70.21,0,0,4.26,46.4177851,-117.0563653
1263,Bess Herian Elementary,Washington,CUSICK,Pend Oreille,10,70,60,0,0,10,48.3372482,-117.2970959
1264,Phoenix Program,Washington,Puyallup,Pierce,10,70,30,0,10,10,47.2052282,-122.2824246
1265,Quilcene Primary,Washington,QUILCENE,Jefferson,10,70,30,0,0,30,47.8234322,-122.8750867
1266,Silverwood,Washington,Poulsbo,Kitsap,10,70,70,20,0,10,47.691152,-122.650586
1267,Valley,Washington,Valley,Stevens,20,70,70,0,0,25,48.1695606,-117.7210928
1268,Endeavour Elementary,Washington,Vancouver,Clark,112,69.64,49.11,0,0,5.36,45.6418434,-122.5502651
1269,Whatcom Hills Waldorf,Washington,Bellingham,Whatcom,36,69.44,44.44,2.78,0,44.44,48.7420307,-122.399422
1270,Lynden Academy,Washington,Lynden,Whatcom,13,69.23,61.54,0,0,23.08,48.9468598,-122.4825543
1271,Three Rivers Christian School-Longview Elem,Washington,Longview,Cowlitz,13,69.23,69.23,0,0,0,46.147202,-122.951043
1272,Soap Lake Elementary,Washington,Soap Lake,Grant,29,68.97,62.07,0,0,13.79,47.3872198,-119.4982935
1273,Homeconnection,Washington,Oak Harbor,Island,16,68.75,68.75,6.25,6.25,18.75,48.3294524,-122.6741175
1274,Mount Vernon Christian,Washington,Mount Vernon,Skagit,16,68.75,31.25,0,0,6.25,48.405278,-122.343351
1275,Springdale Elementary,Washington,Springdale,Stevens,16,68.75,43.75,0,0,12.5,48.0601645,-117.7463457
1276,Trout Lake Elementary,Washington,Trout Lake,Klickitat,16,68.75,43.75,25,0,25,45.9888518,-121.5156555
1277,Marrion Elementary,Washington,Vancouver,Clark,70,68.57,55.71,1.43,0,1.43,45.63138,-122.56976
1278,Morton Elementary,Washington,Morton,Lewis,19,68.42,57.89,0,0,5.26,46.558387,-122.2789979
1279,St. Brendan,Washington,Bothell,King,22,68.18,68.18,0,0,0,47.768792,-122.2051473
1280,Seattle Waldorf - Three Cedars,Washington,Bellevue,King,31,67.74,64.52,0,0,35.48,47.6150866,-122.1739258
1281,Illahee Elementary,Washington,Camas,Clark,83,67.47,49.4,0,0,3.61,45.6206391,-122.4719798
1282,Ellsworth Elementary,Washington,Vancouver,Clark,61,67.21,42.62,1.64,1.64,1.64,45.6173769,-122.5620711
1283,Columbia Valley Elementary,Washington,Vancouver,Clark,88,67.05,51.14,0,0,3.41,45.6125136,-122.4922374
1284,Academy For Precision Learning,Washington,Seattle,King,6,66.67,66.67,0,0,0,47.6659047,-122.3134892
1285,Beaver Valley,Washington,Leavenworth,Chelan,6,66.67,50,0,0,50,47.769853,-120.6652289
1286,Curlew Elementary,Washington,Curlew,Ferry,12,66.67,66.67,0,0,8.33,48.8744955,-118.6044193
1287,Emerald Heights Academy,Washington,Bellevue,King,9,66.67,55.56,11.11,0,11.11,47.5758363,-122.1316473
1288,H.O.M.E. Program,Washington,RENTON,King,6,66.67,66.67,0,0,33.33,47.4568142,-122.1972837
1289,Kitsap Adventist Christian,Washington,Bremerton,Kitsap,6,66.67,66.67,0,16.67,0,47.5868746,-122.7186048
1290,Lopez Elementary,Washington,Lopez Island,San Juan,18,66.67,44.44,0,0,11.11,48.4919842,-122.8979784
1291,Skagit Adventist Academy,Washington,Burlington,Skagit,9,66.67,66.67,11.11,0,22.22,48.4798743,-122.3128857
1292,St. Pius X,Washington,Mountlake Terrace,Snohomish,15,66.67,66.67,0,0,0,47.7974368,-122.3107604
1293,St. Thomas More,Washington,Spokane,Spokane,24,66.67,41.67,4.17,0,16.67,47.7329145,-117.4187987
1294,Summit Classical Christian,Washington,North Bend,King,6,66.67,33.33,0,0,50,47.5685108,-121.9040597
1295,Washtucna School District,Washington,Washtucna,Adams,3,66.67,66.67,0,0,0,46.7527308,-118.309791
1296,Mc Cleary Elementary,Washington,McCleary,Grays Harbor,44,65.91,63.64,0,0,0,47.0481668,-123.2648904
1297,Arlington Elementary,Washington,Tacoma,Pierce,63,65.08,50.79,0,0,1.59,47.1915607,-122.4742849
1298,Monroe Christian,Washington,Monroe,Snohomish,14,64.29,64.29,0,0,0,47.85211,-121.984734
