index,name,state,city,county,enrollment,mmr,overall,xmed,xrel,xper,lat,lng
507,Jefferson Elementary,Washington,Everett,Snohomish,88,94.32,90.91,0,0,6.82,47.9162792,-122.1988141
508,Acme Elementary,Washington,Acme,Whatcom,35,94.29,88.57,0,2.86,2.86,48.7187827,-122.208827
509,Collins Elementary,Washington,Tacoma,Pierce,70,94.29,91.43,0,0,4.29,47.1393078,-122.3670764
510,Meredith Hill Elementary,Washington,Auburn,King,70,94.29,85.71,0,0,5.71,47.3338713,-122.2615799
511,Robert Gray Elementary,Washington,Longview,Cowlitz,70,94.29,94.29,2.86,0,2.86,46.1711977,-122.9924261
512,Ardmore Elementary,Washington,Bellevue,King,87,94.25,90.8,0,0,0,47.63941,-122.117638
513,Gilbert Elementary,Washington,Yakima,Yakima,87,94.25,90.8,0,0,1.15,46.6042263,-120.5681017
514,Muckleshoot Tribal,Washington,Auburn,King,52,94.23,80.77,1.92,0,0,47.2517197,-122.1153222
515,Orca K-8,Washington,Seattle,King,52,94.23,86.54,0,0,0,47.5546307,-122.2759658
516,Terrace Park,Washington,Mountlake Terrace,Snohomish,52,94.23,92.31,0,1.92,3.85,47.792928,-122.3069506
517,Wilson Elementary,Washington,Spokane,Spokane,52,94.23,92.31,3.85,0,0,47.631316,-117.425715
518,Hidden Creek Elementary,Washington,Port Orchard,Kitsap,69,94.2,91.3,1.45,0,4.35,47.498782,-122.6195643
519,Kimball Elementary,Washington,Seattle,King,86,94.19,90.7,0,0,1.16,47.5743598,-122.3026743
520,Carter Lake Elementary,Washington,Lakewood,Pierce,119,94.12,93.28,0,0,0,47.1286087,-122.5219099
521,Covington Elementary,Washington,Covington,King,68,94.12,89.71,0,0,2.94,47.3707651,-122.135013
522,Edmonds Elementary,Washington,Edmonds,Snohomish,51,94.12,90.2,1.96,0,5.88,47.8200809,-122.3629174
523,Gateway Christian Schools,Washington,Poulsbo,Kitsap,17,94.12,70.59,0,0,11.76,47.734186,-122.640054
524,Liberty Elementary,Washington,Marysville,Snohomish,68,94.12,92.65,2.94,1.47,1.47,48.0583455,-122.168983
525,Our Lady Star Of The Sea,Washington,Bremerton,Kitsap,17,94.12,94.12,0,0,5.88,47.5668316,-122.6392373
526,Progress Elementary,Washington,Veradale,Spokane,51,94.12,90.2,0,0,3.92,47.663306,-117.2009475
527,Three Points Elementary,Washington,Medina,King,17,94.12,94.12,5.88,0,0,47.6360558,-122.2358055
528,Dieringer Heights Elementary,Washington,Lake Tapps,Pierce,135,94.07,90.37,0.74,0.74,1.48,47.227436,-122.1370631
529,James Mcgee Elementary,Washington,Pasco,Franklin,84,94.05,92.86,0,0,3.57,46.2681869,-119.1422816
530,Lake Dolloff Elementary,Washington,Auburn,King,234,94.02,93.59,0,0.43,2.14,47.3279827,-122.2803384
531,Gause Elementary,Washington,Washougal,Clark,50,94,90,0,0,8,45.5846512,-122.3315607
532,Rochester Primary,Washington,Rochester,Thurston,183,93.99,90.71,0,0,2.73,46.7942131,-123.0407038
533,Asotin Elementary,Washington,Asotin,Asotin,33,93.94,90.91,3.03,0,0,46.3406018,-117.0502441
534,Fawcett Elementary,Washington,Tacoma,Pierce,66,93.94,87.88,0,1.52,0,47.2023112,-122.4294398
535,Kent Prairie Elementary,Washington,Arlington,Snohomish,99,93.94,90.91,1.01,0,3.03,48.1834334,-122.1195065
536,Ahtanum Valley Elementary,Washington,Yakima,Yakima,49,93.88,91.84,0,0,0,46.548915,-120.6509718
537,Big Lake Elementary,Washington,Mount Vernon,Skagit,49,93.88,93.88,0,0,4.08,48.4020461,-122.2412283
538,Columbia Heights Elementary,Washington,Longview,Cowlitz,49,93.88,93.88,4.08,0,2.04,46.156184,-122.9384991
539,Indian Trail Elementary,Washington,Spokane,Spokane,49,93.88,87.76,2.04,0,6.12,47.7213299,-117.4731005
540,Alki Elementary,Washington,Seattle,King,65,93.85,90.77,0,0,1.54,47.5773358,-122.4078267
541,Crownhill Elementary,Washington,Bremerton,Kitsap,65,93.85,87.69,0,0,3.08,47.5750705,-122.6654167
542,Finch Elementary,Washington,Spokane,Spokane,65,93.85,93.85,0,1.54,3.08,47.6922494,-117.4529986
543,North Star Elementary,Washington,Graham,Pierce,81,93.83,92.59,0,1.23,1.23,47.054683,-122.3282573
544,Thompson Elementary,Washington,Grandview,Yakima,81,93.83,80.25,0,0,0,46.2557251,-119.9169693
545,Silver Firs Elementary,Washington,Everett,Snohomish,97,93.81,91.75,0,0,3.09,47.866407,-122.152647
546,Castle Rock Primary,Washington,Castle Rock,Cowlitz,96,93.75,88.54,0,0,4.17,46.2705311,-122.9050921
547,Fernwood Elementary,Washington,Bothell,King,48,93.75,89.58,0,0,6.25,47.8201059,-122.1794533
548,Gardner,Washington,Vancouver,Clark,16,93.75,75,0,0,25,45.7407865,-122.6196849
549,Hawthorne Elementary,Washington,Seattle,King,64,93.75,82.81,0,0,0,47.5656102,-122.2835196
550,Inchelium Elementary,Washington,Inchelium,Ferry,16,93.75,87.5,0,0,0,48.3019338,-118.1991116
551,Lowell Elementary,Washington,Tacoma,Pierce,64,93.75,93.75,1.56,0,4.69,47.2675231,-122.4659859
552,Moses Lake Christian Academy,Washington,Moses Lake,Grant,16,93.75,87.5,0,0,0,47.1146615,-119.2533803
553,Firgrove Elementary,Washington,Puyallup,Pierce,111,93.69,90.99,0.9,0.9,1.8,47.1311038,-122.2942714
554,Peter G Schmidt Elem,Washington,Tumwater,Thurston,111,93.69,91.89,0,0,5.41,46.988073,-122.9047901
555,Rainier Elementary,Washington,JBLM LEWIS MCCHORD,Pierce,111,93.69,82.88,1.8,0.9,0,47.0843671,-122.6035574
556,Rock Creek Elementary,Washington,Maple Valley,King,95,93.68,88.42,0,0,3.16,47.3719719,-122.0214974
557,Berney Elementary,Washington,Walla Walla,Walla Walla,63,93.65,90.48,0,0,3.17,46.0612128,-118.3003085
558,North Beach Elementary,Washington,Seattle,King,63,93.65,88.89,0,0,3.17,47.6948491,-122.3871534
559,Sunrise Elementary,Washington,Puyallup,Pierce,63,93.65,88.89,0,0,1.59,47.155295,-122.2626287
560,Emerson Elementary,Washington,Everett,Snohomish,110,93.64,90,0,0,5.45,47.9191393,-122.2236165
561,Lacey Elementary,Washington,Lacey,Thurston,94,93.62,87.23,1.06,1.06,0,47.0295493,-122.803346
562,Pioneer Elementary,Washington,Olympia,Thurston,78,93.59,82.05,1.28,1.28,8.97,47.019128,-122.8791725
563,Mountain View Elementary,Washington,Quincy,Grant,109,93.58,91.74,0,0,0,47.242599,-119.856303
564,Amistad Elementary,Washington,Kennewick,Benton,93,93.55,89.25,0,0,0,46.2075322,-119.1312146
565,Grant Elementary,Washington,Spokane,Spokane,62,93.55,83.87,6.45,1.61,3.23,47.646822,-117.3909699
566,Elk Plain School Of Choice,Washington,Spanaway,Pierce,46,93.48,86.96,2.17,0,8.7,47.0566356,-122.3991315
567,Frantz Coe Elementary,Washington,Seattle,King,92,93.48,92.39,2.17,0,3.26,47.6407104,-122.365636
568,Garden Heights Elementary,Washington,Moses Lake,Grant,92,93.48,93.48,0,0,6.52,47.1157256,-119.2652769
569,Mcmicken Heights Elementary,Washington,SeaTac,King,92,93.48,89.13,0,0,0,47.45328,-122.285632
570,Newcastle Elementary,Washington,Newcastle,King,107,93.46,91.59,0,0,4.67,47.5265466,-122.1599118
571,Discovery Elementary,Washington,Everett,Snohomish,61,93.44,91.8,0,0,3.28,47.8923377,-122.2334863
572,Harney Elementary,Washington,Vancouver,Clark,122,93.44,86.07,0.82,0,3.28,45.6264167,-122.6354065
573,Daffodil Valley Elementary,Washington,Sumner,Pierce,76,93.42,90.79,0,0,5.26,47.2078879,-122.2277389
574,Bonney Lake Elementary,Washington,Bonney Lake,Pierce,91,93.41,84.62,1.1,0,3.3,47.18457,-122.178234
575,Woodburn Elementary,Washington,Camas,Clark,91,93.41,93.41,2.2,0,3.3,45.6031952,-122.3861497
576,Neely O Brian Elementary,Washington,Kent,King,121,93.39,84.3,1.65,0.83,0,47.3914872,-122.2565516
577,Cedar River Montessori,Washington,Renton,King,15,93.33,86.67,0,0,0,47.466985,-122.1279325
578,Colbert Elementary,Washington,Colbert,Spokane,60,93.33,91.67,0,0,5,47.8087622,-117.3426959
579,Meadow Ridge Elementary,Washington,Mead,Spokane,60,93.33,90,0,0,6.67,47.7995624,-117.3591728
580,Meridian Elementary,Washington,Kent,King,90,93.33,87.78,2.22,0,2.22,47.3717357,-122.1557771
581,Norman Rockwell Elementary,Washington,Redmond,King,105,93.33,87.62,0.95,0,0.95,47.699306,-122.12509
582,Shaw Road Elementary,Washington,Puyallup,Pierce,90,93.33,91.11,1.11,0,3.33,47.181911,-122.2581207
583,South Colby Elementary,Washington,Port Orchard,Kitsap,60,93.33,91.67,1.67,0,3.33,47.5182234,-122.5447743
584,Stevens Elementary,Washington,Seattle,King,45,93.33,93.33,0,0,2.22,47.631449,-122.307625
585,University Cooperative,Washington,Seattle,King,15,93.33,80,0,0,13.33,47.6696484,-122.3133685
586,Willapa Elementary,Washington,Menlo,Pacific,30,93.33,90,0,0,6.67,46.6757354,-123.6650814
587,Thornton Creek Elementaryoo,Washington,Seattle,King,104,93.27,84.62,0,0,3.85,47.6856334,-122.2825499
588,Madrona Elementary,Washington,SeaTac,King,89,93.26,86.52,0,0,0,47.4201549,-122.2930376
589,Millennium Elementary,Washington,Kent,King,89,93.26,91.01,0,0,3.37,47.358609,-122.1805678
590,Franklin Elementary,Washington,Pullman,Whitman,74,93.24,93.24,0,0,2.7,46.7173694,-117.1708155
591,Lydia Hawk Elementary,Washington,Lacey,Thurston,74,93.24,89.19,0,0,5.41,47.0474799,-122.7775623
592,Mann Elementary,Washington,Redmond,King,74,93.24,82.43,1.35,0,2.7,47.6917902,-122.1130451
593,Tiffany Park Elementary,Washington,RENTON,King,74,93.24,89.19,1.35,0,2.7,47.4651021,-122.1782256
594,Frost Elementary,Washington,Kirkland,King,59,93.22,86.44,0,0,1.69,47.7245194,-122.1835416
595,Centennial Elementary,Washington,Mount Vernon,Skagit,103,93.2,88.35,0.97,0.97,0.97,48.4422999,-122.3002977
596,Clark Elementary,Washington,Issaquah,King,103,93.2,91.26,0.97,0,6.8,47.5266694,-122.0351103
597,Grant Elementary,Washington,Tacoma,Pierce,44,93.18,86.36,2.27,2.27,4.55,47.2528969,-122.5234577
598,Enterprise Elementary,Washington,Federal Way,King,73,93.15,87.67,0,0,5.48,47.2870605,-122.3417379
599,Silverdale Elementary,Washington,Silverdale,Kitsap,73,93.15,91.78,0,0,2.74,47.6436776,-122.7182129
600,Sultan Elementary,Washington,Sultan,Snohomish,102,93.14,86.27,0,0,0,47.866116,-121.8150385
601,Elk Ridge Elementary,Washington,Buckley,Pierce,87,93.1,86.21,4.6,0,6.9,47.166462,-122.0175993
602,Kessler Elementary,Washington,Longview,Cowlitz,58,93.1,91.38,0,0,0,46.1311303,-122.9452217
603,Mcgilvra Elementary,Washington,Seattle,King,29,93.1,86.21,0,0,0,47.633989,-122.28482
604,Southwood Elementary,Washington,Enumclaw,King,58,93.1,84.48,1.72,0,8.62,47.1875715,-122.0116405
605,Twin Lakes Elementary,Washington,Federal Way,King,58,93.1,89.66,0,0,3.45,47.3163596,-122.3879786
606,Campbell Hill Elementary,Washington,SEATTLE,King,72,93.06,90.28,2.78,0,1.39,47.492486,-122.253072
607,Lawton Elementary,Washington,Seattle,King,86,93.02,88.37,0,0,0,47.6567429,-122.3903984
608,Wildwood Elementary,Washington,Federal Way,King,86,93.02,84.88,0,0,2.33,47.3325186,-122.3014328
609,Lister Elementary,Washington,Tacoma,Pierce,57,92.98,89.47,0,0,0,47.2157488,-122.4001676
610,Lakeview Terrace Elementary,Washington,Moses Lake,Grant,71,92.96,92.96,1.41,1.41,1.41,47.1240385,-119.2586147
611,Meadowdale Elementary,Washington,Lynnwood,Snohomish,71,92.96,91.55,0,1.41,5.63,47.847645,-122.3212048
612,Sunrise Elementary,Washington,Kent,King,88,92.96,95.45,0,0,2.27,47.4032467,-122.1641731
613,Sunrise Elementary,Washington,Redmond,King,47,92.96,93.62,2.13,0,0,47.728022,-122.10869
614,Sunrise Elementary,Washington,Enumclaw,King,71,92.96,90.14,1.41,0,1.41,47.1858408,-122.0149863
615,Seattle Hill Elementary,Washington,Everett,Snohomish,85,92.94,85.88,2.35,0,7.06,47.8823052,-122.1612858
616,Woodridge Elementary,Washington,Bellevue,King,113,92.92,84.07,4.42,0,1.77,47.5921231,-122.1720457
617,North Omak Elementary,Washington,Omak,Okanogan,169,92.9,87.57,0.59,0,2.96,48.418545,-119.5181651
618,Cape Horn Skye Elementary,Washington,Washougal,Clark,42,92.86,83.33,14.29,2.38,0,45.6100099,-122.2334014
619,Cedar Way Elementary,Washington,Mountlake Terrace,Snohomish,84,92.86,80.95,1.19,0,2.38,47.7970056,-122.2877777
620,Eastside Christian,Washington,Bellevue,King,28,92.86,82.14,0,0,3.57,47.590207,-122.145261
621,Farwell Elementary,Washington,Spokane,Spokane,98,92.86,87.76,0,0,7.14,47.7757305,-117.3803819
622,Forks Elementary,Washington,Forks,Clallam,84,92.86,88.1,7.14,0,2.38,47.947282,-124.378854
623,Grove Elementary,Washington,Marysville,Snohomish,84,92.86,90.48,0,0,5.95,48.0638676,-122.1433424
624,Hallett Elementary,Washington,Medical Lake,Spokane,70,92.86,88.57,1.43,0,5.71,47.5685065,-117.6786344
625,Hilder Pearson Elementary,Washington,Poulsbo,Kitsap,56,92.86,92.86,1.79,0,1.79,47.7046882,-122.6539414
626,Mullan Road Elementary,Washington,Spokane,Spokane,98,92.86,90.82,2.04,0,5.1,47.5961389,-117.3720945
627,Oroville Elementary,Washington,OROVILLE,Okanogan,42,92.86,85.71,0,0,2.38,48.9322229,-119.4372773
628,Ritzville Elementary,Washington,Ritzville,Adams,28,92.86,85.71,3.57,0,0,47.1260163,-118.3700323
629,Robert Gray Elementary,Washington,Aberdeen,Grays Harbor,42,92.86,92.86,0,0,0,46.98659,-123.813193
630,Shelton View Elementary,Washington,Bothell,King,84,92.86,86.9,0,0,0,47.78557,-122.239596
631,St. Madeleine Sophie,Washington,Bellevue,King,14,92.86,92.86,0,0,7.14,47.566313,-122.1659878
632,Whole Earth Montessori,Washington,Bothell,King,28,92.86,92.86,0,0,7.14,47.7904575,-122.1935417
633,Christensen Elementary,Washington,Tacoma,Pierce,83,92.77,83.13,0,0,2.41,47.1636187,-122.4466073
634,Helen Baller Elementary,Washington,Camas,Clark,83,92.77,90.36,1.2,1.2,6.02,45.5943341,-122.4022114
635,Purdy Elementary,Washington,Gig Harbor,Pierce,83,92.77,89.16,1.2,0,7.23,47.38411,-122.619848
636,Fall City Elementary,Washington,Fall City,King,69,92.75,88.41,2.9,0,4.35,47.5694048,-121.8961473
637,Fryelands Elementary,Washington,Monroe,Snohomish,69,92.75,91.3,0,0,1.45,47.8588092,-122.0118494
638,Hamblen Elementary,Washington,Spokane,Spokane,69,92.75,89.86,2.9,0,2.9,47.6178135,-117.3801703
639,Reed Elementary,Washington,Tacoma,Pierce,69,92.75,88.41,0,0,2.9,47.2255609,-122.4612019
640,Elma Elementary,Washington,Elma,Grays Harbor,110,92.73,90.91,0,0,2.73,47.004207,-123.43415
641,Esquire Hills Elementary,Washington,Bremerton,Kitsap,55,92.73,89.09,1.82,0,0,47.6331225,-122.6149519
642,Thurgood Marshall Elementary,Washington,Seattle,King,55,92.73,85.45,0,0,0,47.590961,-122.299264
643,Eastgate Elementary,Washington,Kennewick,Benton,96,92.71,88.54,0,0,3.13,46.197301,-119.102676
644,East Port Orchard Elementary,Washington,Port Orchard,Kitsap,82,92.68,91.46,4.88,0,2.44,47.524236,-122.626884
645,Honey Dew Elementary,Washington,RENTON,King,82,92.68,89.02,0,0,1.22,47.496292,-122.1636933
646,Olivia Park Elementary,Washington,Everett,Snohomish,41,92.68,92.68,0,0,4.88,47.8991348,-122.236618
647,Discovery Primary,Washington,Milton,Pierce,300,92.67,88.67,0.33,0.33,7.33,47.2485663,-122.310072
648,Hilton Elementary,Washington,Zillah,Yakima,95,92.63,90.53,1.05,0,1.05,46.406559,-120.265691
649,Lakeland Hills Elementary,Washington,Auburn,King,122,92.62,92.62,0,0,4.92,47.2543536,-122.2155243
650,Enatai Elementary,Washington,Bellevue,King,81,92.59,87.65,0,0,2.47,47.5891019,-122.1983547
651,Richard Gordon Elementary,Washington,Kingston,Kitsap,81,92.59,87.65,1.23,0,6.17,47.80261,-122.5166507
652,Black Lake Elementary,Washington,Olympia,Thurston,67,92.54,85.07,0,0,7.46,46.9908519,-122.967245
653,John Newbery Elementary,Washington,Wenatchee,Chelan,67,92.54,92.54,0,0,7.46,47.4325819,-120.347863
654,Sheridan Elementary,Washington,Spokane,Spokane,67,92.54,92.54,0,0,7.46,47.6523888,-117.3555753
655,Pioneer Elementary,Washington,Quincy,Grant,107,92.52,90.65,0,0,0,47.2298717,-119.8491612
656,Fruit Valley Elementary,Washington,Vancouver,Clark,40,92.5,90,0,0,2.5,45.6473717,-122.6930333
657,Arlington Elementary,Washington,Spokane,Spokane,106,92.45,92.45,0,0.94,6.6,47.7154409,-117.3728198
658,Elizabeth Blackwell Element,Washington,Sammamish,King,66,92.42,87.88,0,1.52,1.52,47.6391356,-122.0670569
659,Mill Pond Elementary,Washington,Yelm,Thurston,79,92.41,89.87,1.27,1.27,3.8,46.9337093,-122.6132899
660,Shorewood Elementary,Washington,Burien,King,79,92.41,88.61,0,1.27,2.53,47.4985032,-122.3678272
661,Moorlands Elementary,Washington,Kenmore,King,92,92.39,91.3,3.26,0,1.09,47.7386617,-122.2310014
662,Michael T Simmons Elementary,Washington,Tumwater,Thurston,105,92.38,86.67,2.86,0,8.57,47.005676,-122.9123524
663,Adelaide Elementary,Washington,Federal Way,King,52,92.31,75,1.92,0,1.92,47.3287207,-122.3563999
664,Arbor Schools (Eastside Montessori Education Foundation),Washington,Sammamish,King,13,92.31,84.62,0,0,7.69,47.5996923,-122.0361285
665,Garfield Elementary,Washington,Spokane,Spokane,78,92.31,85.9,3.85,0,2.56,47.677084,-117.414719
666,Island View Elementary,Washington,Anacortes,Skagit,39,92.31,89.74,0,0,7.69,48.5017418,-122.621541
667,Kirkland Sda,Washington,Kirkland,King,13,92.31,92.31,0,0,0,47.6560905,-122.1952919
668,Montessori At Samish Woods,Washington,Bellingham,Whatcom,13,92.31,84.62,7.69,0,169.23,48.7222068,-122.4701911
669,Ocean Shores Elementary,Washington,Ocean Shores,Grays Harbor,39,92.31,84.62,0,0,0,46.9780749,-124.154814
670,Pe Ell,Washington,Pe Ell,Lewis,26,92.31,88.46,3.85,3.85,0,46.5748242,-123.2990332
671,Seven Oaks Elementary,Washington,Lacey,Thurston,65,92.31,84.62,1.54,0,1.54,47.0286859,-122.7713125
672,Snoqualmie Elementary,Washington,Snoqualmie,King,78,92.31,88.46,0,0,6.41,47.5232942,-121.8101192
673,Spring Valley Montessori,Washington,Federal Way,King,13,92.31,92.31,0,0,7.69,47.2737173,-122.3291485
674,St. John Elementary,Washington,Saint John,Whitman,13,92.31,92.31,0,0,7.69,47.0878907,-117.5880965
675,St. Vincent De Paul,Washington,Federal Way,King,26,92.31,92.31,0,0,7.69,47.327577,-122.324978
676,Wilder Elementary,Washington,Woodinville,King,104,92.31,88.46,0.96,0,2.88,47.7194796,-122.0415278
677,Benson Hill Elementary,Washington,RENTON,King,90,92.22,87.78,0,2.22,1.11,47.434863,-122.1878512
678,Lynden Christian Schools,Washington,Lynden,Whatcom,77,92.21,90.91,0,0,7.79,48.9488385,-122.4465698
679,Mc Donald Elementary,Washington,Seattle,King,77,92.21,87.01,0,0,1.3,47.668267,-122.3265516
680,Olympic View Elementary,Washington,Seattle,King,77,92.21,85.71,0,0,0,47.6982079,-122.3212309
681,Olympic View Elementary,Washington,Federal Way,King,74,92.21,83.78,0,0,5.41,47.3095343,-122.3671391
682,Columbia Elementary,Washington,Mukilteo,Snohomish,64,92.19,84.38,0,0,9.38,47.9025854,-122.3042705
683,Assumption St. Bridget,Washington,Seattle,King,51,92.16,90.2,0,0,1.96,47.6748938,-122.2927737
684,Echo Lake Elementary,Washington,Shoreline,King,51,92.16,88.24,0,0,9.8,47.7700612,-122.3399563
685,Edwin Markham Elementary,Washington,Pasco,Franklin,51,92.16,90.2,0,0,5.88,46.430084,-119.1978861
686,Everson Elementary,Washington,Everson,Whatcom,51,92.16,86.27,0,0,1.96,48.909744,-122.3602627
687,Montlake Elementary,Washington,Seattle,King,51,92.16,90.2,0,0,3.92,47.6406408,-122.3046676
688,Captain Strong Primary,Washington,Battle Ground,Clark,140,92.14,90,0,0,7.14,45.7885229,-122.5449851
689,Jefferson Elementary,Washington,Port Angeles,Clallam,38,92.11,89.47,0,0,5.26,48.107862,-123.4399761
690,Regal Elementary,Washington,Spokane,Spokane,76,92.11,85.53,1.32,2.63,5.26,47.697686,-117.36952
691,Roosevelt Elementary,Washington,Spokane,Spokane,76,92.11,90.79,0,1.32,6.58,47.6421874,-117.4144905
692,St. Joseph,Washington,Seattle,King,38,92.11,92.11,0,0,0,47.625841,-122.308109
693,Vinland Elementary,Washington,Poulsbo,Kitsap,101,92.08,89.11,1.98,0,1.98,47.7635464,-122.6739455
694,Glenridge Elementary,Washington,Renton,King,63,92.06,90.48,0,0,3.17,47.428305,-122.1827745
695,Kennydale Elementary,Washington,RENTON,King,126,92.06,90.48,0.79,0.79,6.35,47.5171955,-122.1968453
696,Wallace Elementary,Washington,Kelso,Cowlitz,63,92.06,88.89,0,0,6.35,46.1348552,-122.9124591
697,Cascade View Elementary,Washington,Snoqualmie,King,88,92.05,88.64,0,0,5.68,47.5322042,-121.8756229
698,Cascade View Elementary,Washington,Tukwila,King,88,92.05,87.5,0,0,2.27,47.4814011,-122.2930996
699,Mountain Meadow Elementary,Washington,Buckley,Pierce,88,92.05,90.91,1.14,0,7.95,47.1504835,-122.0597866
700,Sage Crest Elementary,Washington,Kennewick,Benton,88,92.05,89.77,2.27,1.14,5.68,46.1744727,-119.2079985
701,Crystal Springs Elementary,Washington,Bothell,King,113,92.04,87.61,2.65,0,7.08,47.8010301,-122.2200626
702,Heights Elementary,Washington,Clarkston,Asotin,50,92,90,2,0,2,46.3926427,-117.0782894
703,Lidgerwood Elementary,Washington,Spokane,Spokane,50,92,86,8,0,0,47.7083699,-117.4047482
704,Madrona K-8,Washington,Seattle,King,50,92,88,0,0,0,47.612342,-122.290859
705,Maywood Hills Elementary,Washington,Bothell,King,100,92,86,0,0,0,47.7697802,-122.197808
706,St. Patrick,Washington,Tacoma,Pierce,25,92,92,0,0,0,47.2681628,-122.4637979
707,St. Paul's Academy,Washington,Bellingham,Whatcom,25,92,92,0,0,8,48.770428,-122.4906524
708,Star Lake Elementary,Washington,Kent,King,75,92,84,0,0,2.67,47.3602483,-122.2826761
709,Tonasket Elementary,Washington,Tonasket,Okanogan,75,92,88,0,0,2.67,48.7020809,-119.4321201
710,Beacon Hill International,Washington,Seattle,King,62,91.94,88.71,0,0,0,47.5850774,-122.3153293
711,Marshall Elementary,Washington,Marysville,Snohomish,62,91.94,88.71,1.61,0,3.23,48.1011663,-122.1725012
712,Thorndyke Elementary,Washington,Tukwila,King,62,91.94,85.48,0,0,4.84,47.4680715,-122.2766388
713,Boston Harbor Elementary,Washington,Olympia,Thurston,37,91.89,81.08,2.7,0,2.7,47.135651,-122.884819
714,Chase Lake Elementary,Washington,Edmonds,Snohomish,74,91.89,85.14,0,0,0,47.8032058,-122.3450661
715,Hrrs - Juan Diego Academy,Washington,Tacoma,Pierce,37,91.89,91.89,0,0,8.11,47.2332759,-122.4391101
716,John Campbell Primary,Washington,Selah,Yakima,259,91.89,84.94,0,0,1.16,46.6582437,-120.5311183
717,Mount Erie Elementary,Washington,Anacortes,Skagit,37,91.89,83.78,0,0,8.11,48.4873381,-122.6187508
718,Foothills Elementary,Washington,Buckley,Pierce,123,91.87,90.24,4.88,0,3.25,47.160053,-122.1156603
719,South Ridge Elementary,Washington,Ridgefield,Clark,123,91.87,87.8,1.63,0.81,4.88,45.76593,-122.67515
720,Madison Elementary,Washington,Mount Vernon,Skagit,86,91.86,88.37,4.65,0,2.33,48.4293934,-122.3286796
721,Concord International,Washington,Seattle,King,49,91.84,87.76,0,0,2.04,47.5236803,-122.3249384
722,Westview Elementary,Washington,Spokane,Spokane,61,91.8,80.33,0,0,11.48,47.7136841,-117.4646878
723,Tumwater Hill Elementary,Washington,Tumwater,Thurston,73,91.78,80.82,0,0,1.37,47.0160259,-122.923853
724,Bear Creek Elementary,Washington,Woodinville,King,24,91.67,79.17,0,0,8.33,47.7597036,-122.080778
725,Broadview-Thomson K_8,Washington,Seattle,King,72,91.67,86.11,0,0,0,47.7247913,-122.3549098
726,Community Christian Academy,Washington,Lacey,Thurston,24,91.67,87.5,0,0,12.5,47.0515781,-122.8209873
727,Der Kinderhuis Montessori,Washington,Oak Harbor,Island,12,91.67,83.33,0,0,0,48.2908887,-122.6492643
728,Hutton Elementary,Washington,Spokane,Spokane,84,91.67,91.67,1.19,0,7.14,47.6324226,-117.3959918
729,Maple Elementary,Washington,Seattle,King,96,91.67,87.5,0,0,1.04,47.5580872,-122.3189683
730,Mcdermoth Elementary,Washington,Aberdeen,Grays Harbor,48,91.67,89.58,0,0,0,46.9770648,-123.8235677
731,N.E. Tacoma Elementary,Washington,Tacoma,Pierce,60,91.67,86.67,0,0,8.33,47.281841,-122.374582
732,Pomeroy Elementary,Washington,Pomeroy,Garfield,24,91.67,87.5,0,0,8.33,46.4728634,-117.5968123
733,Vossbeck Elementary,Washington,Lynden,Whatcom,84,91.67,83.33,1.19,0,2.38,48.9590684,-122.4268846
734,Woodside Elementary,Washington,Everett,Snohomish,107,91.59,87.85,0,0,2.8,47.8432728,-122.2037843
735,Evergreen Forest Elementary,Washington,Lacey,Thurston,95,91.58,83.16,1.05,0,1.05,47.0198517,-122.7594407
736,"John """"""""Bud"""""""" Hawk At Jackson Park Elementary",Washington,Bremerton,Kitsap,83,91.57,86.75,2.41,1.2,3.61,47.592205,-122.69637
737,North Bend Elementary,Washington,North Bend,King,83,91.57,89.16,1.2,0,6.02,47.493937,-121.7814237
738,Woodland Primary,Washington,Woodland,Cowlitz,166,91.57,88.55,3.61,0,6.63,45.9029267,-122.7529609
739,Lake Shore Elementary,Washington,Vancouver,Clark,71,91.55,85.92,2.82,0,9.86,45.6888145,-122.6942761
740,Mint Valley Elementary,Washington,Longview,Cowlitz,71,91.55,90.14,0,0,4.23,46.1658237,-122.9740708
741,Stevens Elementary,Washington,Spokane,Spokane,59,91.53,84.75,1.69,0,8.47,47.6713846,-117.3847244
742,Graham Elementary,Washington,Graham,Pierce,106,91.51,89.62,0,0,4.72,47.0704605,-122.2967837
743,Bordeaux Elementary,Washington,Shelton,Mason,94,91.49,88.3,0,0,2.13,47.2010659,-123.0982102
744,Mclane Elementary,Washington,Olympia,Thurston,47,91.49,82.98,0,0,0,47.0437941,-122.9786643
745,Pinewood Elementary,Washington,Marysville,Snohomish,82,91.46,89.02,3.66,0,3.66,48.0736274,-122.1608512
746,Cedar Park Christian,Washington,Bothell,King,70,91.43,78.57,0,0,21.43,47.7467029,-122.1893656
747,Seattle Christian,Washington,Seattle,King,35,91.43,85.71,0,0,2.86,47.4387,-122.272048
748,John Rogers Elementary,Washington,Seattle,King,58,91.38,81.03,0,0,0,47.707118,-122.2847571
749,Lincoln Elementary,Washington,Vancouver,Clark,58,91.38,82.76,5.17,3.45,0,45.6527268,-122.6761113
750,Dick Scobee Elementary,Washington,Auburn,King,81,91.36,88.89,1.23,0,4.94,47.3209432,-122.2163309
751,Woodmoor Elementary,Washington,Bothell,King,104,91.35,88.46,0,0,0.96,47.7412194,-122.176306
