index,name,state,county,enroll,overall,xmed,xrel,xper,lat,lng
2011,Busy Bee's Christian Family Child Care,New Jersey,Camden,,,,,,39.8644367,-74.9653605
2012,Busy Little Hands Christian Montessori,New Jersey,Middlesex,,,,,,40.419135,-74.418766
2013,Cambridge,New Jersey,Mercer,,,,,,40.3314745,-74.7967079
2014,Champion Baptist Academy,New Jersey,Atlantic,,,,,,39.4752918,-74.5126309
2015,Chapel Hill Academy,New Jersey,Morris,,,,,,40.9207632,-74.3033976
2016,Children of America - Clementon,New Jersey,Camden,,,,,,39.8195402,-75.0390078
2017,Children's Academy,New Jersey,Union,,,,,,40.7124249,-74.3105474
2018,Children's Learning Tree,New Jersey,Essex,,,,,,40.7450579,-74.2629909
2019,Childtime - Bridgewater,New Jersey,Somerset,,,,,,40.5904469,-74.6573689
2020,Christian Family Day Care Center,New Jersey,Essex,,,,,,40.7731492,-74.2306015
2021,Christopher Academy - Scotch Plains,New Jersey,Union,,,,,,40.62297,-74.374253
2022,Clark,New Jersey,Essex,,,,,,40.7731961,-74.2195391
2023,Coastal Learning Center,New Jersey,Monmouth,,,,,,40.1125706,-74.1754765
2024,Collegiate,New Jersey,Passaic,,,,,,40.8531353,-74.1330878
2025,Come Sit With Me Too,New Jersey,Bergen,,,,,,40.8290512,-73.9873991
2026,Community Christian Academy and Preschool,New Jersey,Somerset,,,,,,40.5103964,-74.5076952
2027,CPC High Point Adolescent and Elementary,New Jersey,Monmouth,,,,,,40.388116,-74.232736
2028,Creative Achievement Academy,New Jersey,Cumberland,,,,,,39.477841,-75.041982
2029,Crossroads,New Jersey,Union,,,,,,40.680871,-74.329783
2030,Daretown Campus,New Jersey,Salem,,,,,,39.607156,-75.2533138
2031,DCF Regional Union Campus,New Jersey,Union,,,,,,40.6197846,-74.3689997
2032,Developmental Learning Center - New Providence,New Jersey,Union,,,,,,40.6987032,-74.3929413
2033,"Douglass Developmental Disabilities Center, Rutgers",New Jersey,Middlesex,,,,,,40.4800329,-74.4286542
2034,Dow Jones Family Center,New Jersey,Middlesex,,,,,,40.3665484,-74.5894185
2035,Early Learners Childcare,New Jersey,Bergen,,,,,,40.9627783,-74.0686695
2036,Early Years Child care center,New Jersey,Morris,,,,,,40.870918,-74.505069
2037,ECLC of New Jersey,New Jersey,Morris,,,,,,40.7387039,-74.3858386
2038,Educational Counseling Services,New Jersey,Passaic,,,,,,40.9193859,-74.173562
2039,Educational Partnership For Instructing Children,New Jersey,Bergen,,,,,,40.9354367,-74.0625483
2040,Elmer Elementary,New Jersey,Salem,,,,,,39.592914,-75.1767629
2041,Fields of Green Montessori,New Jersey,Sussex,,,,,,41.203013,-74.506643
2042,Flex Program at Thomas Edison,New Jersey,Bergen,,,,,,40.9436722,-74.10702
2043,Fords House,New Jersey,Middlesex,,,,,,40.528331,-74.3132147
2044,Franklin Montessori,New Jersey,Somerset,,,,,,40.4331826,-74.5484566
2045,Garden Academy,New Jersey,Essex,,,,,,40.7930201,-74.281644
2046,Gaul's Nursery and Arts Centre,New Jersey,Burlington,,,,,,39.9559222,-74.9936196
2047,Genesis Day,New Jersey,Hudson,,,,,,40.7233925,-74.0487326
2048,Greatstart Early Learning,New Jersey,Morris,,,,,,41.1182559,-74.3612884
2049,Happy Faces Forever,New Jersey,Hudson,,,,,,40.79389,-74.00383
2050,Harbor Learning Center - Edison,New Jersey,Middlesex,,,,,,40.5252035,-74.3199816
2051,Hawkswood,New Jersey,Monmouth,,,,,,40.2772391,-74.0643091
2052,Hearing Impaired Program - Union Street,New Jersey,Bergen,,,,,,40.8890119,-74.0434722
2053,Helping Hands and Teddy Bear Play Pen,New Jersey,Middlesex,,,,,,40.5352041,-74.3392726
2054,Horizon Lower,New Jersey,Essex,,,,,,40.794717,-74.346177
2055,Institute for Educational Achievement,New Jersey,Bergen,,,,,,40.9407235,-74.0136702
2056,JAMAS Day Care Center,New Jersey,Essex,,,,,,40.7720817,-74.1954407
2057,Jardine Academy,New Jersey,Union,,,,,,40.6511174,-74.2895396
2058,Jefferson - Summit,New Jersey,Union,,,,,,40.7140772,-74.3773352
2059,Jesus' Harvest Time Academy,New Jersey,Ocean,,,,,,40.126489,-74.372721
2060,Jin-A Child Care Center,New Jersey,Passaic,,,,,,40.880276,-74.183644
2061,Kiddie Academy Montville,New Jersey,Morris,,,,,,40.9158841,-74.367139
2062,Kiddie Kastle Academy,New Jersey,Atlantic,,,,,,39.382752,-74.5568579
2063,Kiddie Korner,New Jersey,Atlantic,,,,,,39.3885142,-74.5660943
2064,Kids Choice Academy - Black Horse Pike,New Jersey,Atlantic,,,,,,39.4139487,-74.5730034
2065,Kids Choice Academy - Washington Ave,New Jersey,Atlantic,,,,,,39.4013793,-74.5484645
2066,Kidsnet Learning Center,New Jersey,Camden,,,,,,39.7381491,-74.9935748
2067,KinderCare - Mt Laurel - Larchmont Blvd,New Jersey,Burlington,,,,,,39.9785987,-74.8792233
2068,Kindercare Learning Center - Franklin,New Jersey,Somerset,,,,,,40.5002198,-74.5210599
2069,KinderCare Learning Center - Hanover,New Jersey,Morris,,,,,,40.8195645,-74.4142936
2070,KinderCare Learning Center - Hillsborough,New Jersey,Somerset,,,,,,40.490883,-74.65066
2071,KinderCare Learning Center - Mount Olive,New Jersey,Morris,,,,,,40.85125,-74.7799707
2072,KinderCare Learning Center - Old Bridge,New Jersey,Middlesex,,,,,,40.383749,-74.31719
2073,Kindercare Learning Center - Washington - Hurffville-Crosskeys Rd,New Jersey,Gloucester,,,,,,39.7356219,-75.0698132
2074,KinderCare Learning Center - Woodcliff,New Jersey,Bergen,,,,,,41.041196,-74.072623
2075,Larc,New Jersey,Camden,,,,,,39.87117,-75.116992
2076,Lehmann,New Jersey,Ocean,,,,,,40.055454,-74.180695
2077,Life Mission Training Center,New Jersey,Atlantic,,,,,,39.614362,-74.780961
2078,Lightbridge Academy - East Windsor,New Jersey,Mercer,,,,,,40.286467,-74.524854
2079,Little Flyers Academy Inc,New Jersey,Atlantic,,,,,,39.4445079,-74.5636729
2080,Little Gems Academy,New Jersey,Somerset,,,,,,40.5136196,-74.5461278
2081,Little Genius Planet,New Jersey,Warren,,,,,,40.7018498,-75.1577971
2082,Little Master,New Jersey,Hudson,,,,,,40.7485962,-74.0500023
2083,Little Restorer's Learning Center,New Jersey,Camden,,,,,,39.720176,-74.957907
2084,Little Wonders Day,New Jersey,Middlesex,,,,,,40.3497725,-74.4368161
2085,Long Hill Montessori,New Jersey,Morris,,,,,,40.675915,-74.495664
2086,Manalapan Montessori,New Jersey,Monmouth,,,,,,40.3386591,-74.3205775
2087,Meadow View Junior Academy,New Jersey,Burlington,,,,,,40.1258707,-74.6524401
2088,Middlesex County College Child Care Center,New Jersey,Middlesex,,,,,,40.506403,-74.3692224
2089,Milford Public,New Jersey,Hunterdon,,,,,,40.5684797,-75.0929898
2090,Montessori Children's World,New Jersey,Middlesex,,,,,,40.3566793,-74.4924206
2091,Montessori Kids Universe,New Jersey,Middlesex,,,,,,40.3444813,-74.5002758
2092,Mount Carmel Guild Academy,New Jersey,Essex,,,,,,40.794775,-74.2338784
2093,My World Child Care Center,New Jersey,Middlesex,,,,,,40.5827946,-74.2908215
2094,New Hope,New Jersey,Passaic,,,,,,40.868249,-74.156483
2095,New Life Child Care Learning Center,New Jersey,Essex,,,,,,40.7088588,-74.2210049
2096,New of Monmouth County,New Jersey,Monmouth,,,,,,40.421513,-74.142661
2097,New World Montessori,New Jersey,Bergen,,,,,,40.862236,-74.073721
2098,NJ for the Deaf,New Jersey,Mercer,,,,,,40.252767,-74.812905
2099,Norman A. Bleshman Regional Day,New Jersey,Bergen,,,,,,40.9576898,-74.0555135
2100,Northern Hills Academy,New Jersey,Sussex,,,,,,41.0735565,-74.6667115
2101,NuView Academy,New Jersey,Middlesex,,,,,,40.5263475,-74.4898368
2102,Oak Street Elementary,New Jersey,Ocean,,,,,,40.0676948,-74.2127697
2103,Omni Dayschool,New Jersey,Passaic,,,,,,41.116783,-74.385186
2104,Parsippany Christian,New Jersey,Morris,,,,,,40.8581222,-74.4513955
2105,Rainbow Childcare Center,New Jersey,Somerset,,,,,,40.5282004,-74.4988777
2106,Rhyme and Reason Child Care,New Jersey,Morris,,,,,,40.8947634,-74.4817563
2107,Ringwood Christian,New Jersey,Passaic,,,,,,41.112618,-74.254848
2108,Rising Star Learning Center,New Jersey,Essex,,,,,,40.7082348,-74.2110082
2109,Robinson Small Learning Center,New Jersey,Atlantic,,,,,,39.3683471,-74.4216159
2110,RockBrook,New Jersey,Somerset,,,,,,40.416231,-74.6619845
2111,Roe's Country Day Care,New Jersey,Sussex,,,,,,41.066548,-74.603455
2112,Rolling Hills Primary,New Jersey,Sussex,,,,,,41.2221893,-74.4986515
2113,Schroth,New Jersey,Monmouth,,,,,,40.24191,-74.043352
2114,Scotch Plains Baptist Christian Day,New Jersey,Union,,,,,,40.6524088,-74.3993268
2115,SEARCH Day Program,New Jersey,Monmouth,,,,,,40.2433345,-74.0223646
2116,Seedlings Infant Toddler Preschool,New Jersey,Somerset,,,,,,40.5136582,-74.6865027
2117,Shepard,New Jersey,Morris,,,,,,40.9744618,-74.3827369
2118,Somerset Bible Baptist Christian Academy,New Jersey,Somerset,,,,,,40.5306088,-74.5119718
2119,Somerset Hills Learning Institute,New Jersey,Somerset,,,,,,40.6443297,-74.651179
2120,Stepping Stones Montessori,New Jersey,Morris,,,,,,40.899038,-74.705486
2121,The Beanstalk Academy,New Jersey,Morris,,,,,,40.907962,-74.6667396
2122,The Brunswick,New Jersey,Hudson,,,,,,40.7264851,-74.0508874
2123,The Education Academy,New Jersey,Ocean,,,,,,39.855519,-74.1793585
2124,The Goddard - Washington,New Jersey,Gloucester,,,,,,39.7392517,-75.0781791
2125,The Honey Tree - Brick,New Jersey,Ocean,,,,,,40.083032,-74.148223
2126,The Learning Experience - Ramsey,New Jersey,Bergen,,,,,,41.063638,-74.133314
2127,The Lewis of Princeton,New Jersey,Mercer,,,,,,40.3509511,-74.6654339
2128,The Little of Waldwick LLC,New Jersey,Bergen,,,,,,41.0106041,-74.1204633
2129,The Malvern,New Jersey,Monmouth,,,,,,40.2975386,-74.2567258
2130,The Meadow's,New Jersey,Bergen,,,,,,40.818827,-74.0988985
2131,The Phoenix Center,New Jersey,Essex,,,,,,40.8115975,-74.1475763
2132,The Scandinavian of Jersey City,New Jersey,Hudson,,,,,,40.7282639,-74.0421087
2133,The Shore Center For Students With Autism,New Jersey,Monmouth,,,,,,40.2703287,-74.0806653
2134,The Windsor Learning Center,New Jersey,Passaic,,,,,,41.0046906,-74.2921123
2135,The Wonder Years Academy,New Jersey,Union,,,,,,40.6381143,-74.388321
2136,Therapeutic and Preschool,New Jersey,Essex,,,,,,40.7932338,-74.1715117
2137,Tiny Tiki's Learning Center,New Jersey,Passaic,,,,,,40.8832097,-74.2485113
2138,Tiny Town Preschool,New Jersey,Sussex,,,,,,41.0756554,-74.6647435
2139,Today's Learning Center,New Jersey,Passaic,,,,,,40.852429,-74.154964
2140,Tranquility Adventist,New Jersey,Sussex,,,,,,40.9498002,-74.7926031
2141,Unitarian Montessori,New Jersey,Middlesex,,,,,,40.454602,-74.422851
2142,Viaquenti Academy,New Jersey,Hudson,,,,,,40.734756,-74.044763
2143,Visions at Parkway,New Jersey,Bergen,,,,,,40.954461,-74.031683
2144,Washington Academy,New Jersey,Essex,,,,,,40.7783172,-74.1781271
2145,Washington Elementary - Paramus,New Jersey,Bergen,,,,,,40.9560521,-74.057915
2146,William F. Halloran 22,New Jersey,Union,,,,,,40.6458164,-74.2089819
2147,Willow,New Jersey,Somerset,,,,,,40.720415,-74.682753
2148,Y.A.L.E. Southeast,New Jersey,Camden,,,,,,39.8443955,-74.9781605
2149,You and Me,New Jersey,Middlesex,,,,,,40.5829663,-74.4948601
